country,year,sex,age,population,suicides_per_100k,country_year,gdp_per_capita_dollars,generation
Finland,2002,male,55-74 years,497865,40.97,Finland2002,28390,Silent
Finland,2002,male,25-34 years,329350,37.65,Finland2002,28390,Generation X
Finland,2002,male,15-24 years,333547,29.08,Finland2002,28390,Millenials
Finland,2002,female,35-54 years,773011,16.17,Finland2002,28390,Boomers
Finland,2002,female,55-74 years,557098,13.46,Finland2002,28390,Silent
Finland,2002,female,25-34 years,314846,9.53,Finland2002,28390,Generation X
Finland,2002,female,75+ years,240441,7.49,Finland2002,28390,Silent
Finland,2002,female,15-24 years,319060,7.21,Finland2002,28390,Millenials
Finland,2002,male,5-14 years,328694,0.91,Finland2002,28390,Millenials
Finland,2002,female,5-14 years,315612,0,Finland2002,28390,Millenials
Finland,2003,male,35-54 years,783442,47.99,Finland2003,34701,Boomers
Finland,2003,male,75+ years,118318,43.95,Finland2003,34701,Silent
Finland,2003,male,55-74 years,516435,34.08,Finland2003,34701,Silent
Finland,2003,male,25-34 years,326748,33.97,Finland2003,34701,Generation X
Finland,2003,male,15-24 years,332460,28.57,Finland2003,34701,Millenials
Finland,2003,female,35-54 years,764626,14.65,Finland2003,34701,Boomers
Finland,2003,female,55-74 years,572548,12.58,Finland2003,34701,Silent
Finland,2003,female,75+ years,244738,8.99,Finland2003,34701,Silent
Finland,2003,female,15-24 years,318049,8.49,Finland2003,34701,Millenials
Finland,2003,female,25-34 years,312105,8.01,Finland2003,34701,Generation X
Finland,2003,male,5-14 years,326551,1.53,Finland2003,34701,Millenials
Finland,2003,female,5-14 years,313836,0.64,Finland2003,34701,Millenials
Finland,2004,male,55-74 years,533983,41.2,Finland2004,39793,Silent
Finland,2004,male,35-54 years,772775,40.12,Finland2004,39793,Boomers
Finland,2004,male,75+ years,123863,39.56,Finland2004,39793,Silent
Finland,2004,male,25-34 years,325806,36.52,Finland2004,39793,Generation X
Finland,2004,male,15-24 years,332773,33.06,Finland2004,39793,Millenials
Finland,2004,female,35-54 years,755108,15.36,Finland2004,39793,Boomers
Finland,2004,female,15-24 years,318275,9.74,Finland2004,39793,Millenials
Finland,2004,female,25-34 years,311087,9.64,Finland2004,39793,Generation X
Finland,2004,female,55-74 years,586736,9.2,Finland2004,39793,Silent
Finland,2004,female,75+ years,250445,7.99,Finland2004,39793,Silent
Finland,2004,male,5-14 years,323186,1.24,Finland2004,39793,Millenials
Finland,2004,female,5-14 years,310728,0.32,Finland2004,39793,Millenials
Finland,2005,male,75+ years,129632,49.37,Finland2005,41202,Silent
Finland,2005,male,35-54 years,761907,39.24,Finland2005,41202,Boomers
Finland,2005,male,55-74 years,550032,35.27,Finland2005,41202,Silent
Finland,2005,male,25-34 years,326851,30.29,Finland2005,41202,Generation X
Finland,2005,male,15-24 years,333948,20.36,Finland2005,41202,Millenials
Finland,2005,female,35-54 years,745397,14.62,Finland2005,41202,Boomers
Finland,2005,female,55-74 years,599482,12.34,Finland2005,41202,Silent
Finland,2005,female,15-24 years,319226,10.34,Finland2005,41202,Millenials
Finland,2005,female,25-34 years,311835,10.26,Finland2005,41202,Generation X
Finland,2005,female,75+ years,257062,7.78,Finland2005,41202,Silent
Finland,2005,female,5-14 years,307005,0.65,Finland2005,41202,Millenials
Finland,2005,male,5-14 years,319407,0,Finland2005,41202,Millenials
Finland,2006,male,35-54 years,752178,41.21,Finland2006,43487,Boomers
Finland,2006,male,55-74 years,564074,39.89,Finland2006,43487,Silent
Finland,2006,male,25-34 years,329601,34.28,Finland2006,43487,Generation X
Finland,2006,male,75+ years,135396,32.5,Finland2006,43487,Silent
Finland,2006,male,15-24 years,335416,32.2,Finland2006,43487,Millenials
Finland,2006,female,35-54 years,736648,14.12,Finland2006,43487,Boomers
Finland,2006,female,55-74 years,611527,12.75,Finland2006,43487,Silent
Finland,2006,female,25-34 years,313759,10.52,Finland2006,43487,Generation X
Finland,2006,female,75+ years,262936,9.13,Finland2006,43487,Silent
Finland,2006,female,15-24 years,320699,5.92,Finland2006,43487,Millenials
Finland,2006,male,5-14 years,315017,0.95,Finland2006,43487,Millenials
Finland,2006,female,5-14 years,302489,0.33,Finland2006,43487,Millenials
Finland,2007,male,75+ years,140553,41.27,Finland2007,51089,Silent
Finland,2007,male,35-54 years,742406,40.01,Finland2007,51089,Boomers
Finland,2007,male,55-74 years,577963,35.12,Finland2007,51089,Silent
Finland,2007,male,25-34 years,334628,30.18,Finland2007,51089,Generation X
Finland,2007,male,15-24 years,336401,26.46,Finland2007,51089,Millenials
Finland,2007,female,55-74 years,624243,13.3,Finland2007,51089,Silent
Finland,2007,female,35-54 years,727224,12.24,Finland2007,51089,Boomers
Finland,2007,female,15-24 years,321868,9.63,Finland2007,51089,Millenials
Finland,2007,female,25-34 years,317967,7.55,Finland2007,51089,Generation X
Finland,2007,female,75+ years,267590,6.35,Finland2007,51089,Silent
Finland,2007,male,5-14 years,310283,0.97,Finland2007,51089,Generation Z
Finland,2007,female,5-14 years,297727,0,Finland2007,51089,Generation Z
Finland,2008,male,35-54 years,732583,45.18,Finland2008,56521,Boomers
Finland,2008,male,55-74 years,592016,38.01,Finland2008,56521,Silent
Finland,2008,male,25-34 years,342053,33.91,Finland2008,56521,Generation X
Finland,2008,male,75+ years,145022,31.72,Finland2008,56521,Silent
Finland,2008,male,15-24 years,336624,24.06,Finland2008,56521,Millenials
Finland,2008,female,35-54 years,716879,12.69,Finland2008,56521,Boomers
Finland,2008,female,55-74 years,637681,10.66,Finland2008,56521,Silent
Finland,2008,female,25-34 years,324511,9.86,Finland2008,56521,Generation X
Finland,2008,female,15-24 years,322278,8.07,Finland2008,56521,Millenials
Finland,2008,female,75+ years,270887,4.8,Finland2008,56521,Silent
Finland,2008,female,5-14 years,293500,0.68,Finland2008,56521,Generation Z
Finland,2008,male,5-14 years,306062,0.65,Finland2008,56521,Generation Z
Finland,2009,male,35-54 years,724700,40.43,Finland2009,49878,Boomers
Finland,2009,male,75+ years,149329,38.17,Finland2009,49878,Silent
Finland,2009,male,25-34 years,348421,34.73,Finland2009,49878,Generation X
Finland,2009,male,55-74 years,604904,33.23,Finland2009,49878,Silent
Finland,2009,male,15-24 years,336510,26.45,Finland2009,49878,Millenials
Finland,2009,female,35-54 years,708103,14.12,Finland2009,49878,Boomers
Finland,2009,female,55-74 years,650862,12.91,Finland2009,49878,Silent
Finland,2009,female,25-34 years,330127,12.12,Finland2009,49878,Generation X
Finland,2009,female,15-24 years,322353,8.69,Finland2009,49878,Millenials
Finland,2009,female,75+ years,273822,7.3,Finland2009,49878,Silent
Finland,2009,female,5-14 years,290188,0.34,Finland2009,49878,Generation Z
Finland,2009,male,5-14 years,302997,0,Finland2009,49878,Generation Z
Finland,2010,male,25-34 years,351262,33.88,Finland2010,48939,Generation X
Finland,2010,male,75+ years,153947,33.78,Finland2010,48939,Silent
Finland,2010,male,35-54 years,719196,33.51,Finland2010,48939,Generation X
Finland,2010,male,55-74 years,616801,32.43,Finland2010,48939,Silent
Finland,2010,male,15-24 years,336807,31.18,Finland2010,48939,Millenials
Finland,2010,female,25-34 years,332711,11.12,Finland2010,48939,Generation X
Finland,2010,female,35-54 years,701523,10.98,Finland2010,48939,Generation X
Finland,2010,female,55-74 years,663064,10.41,Finland2010,48939,Silent
Finland,2010,female,15-24 years,322681,9.3,Finland2010,48939,Millenials
Finland,2010,female,75+ years,277369,8.29,Finland2010,48939,Silent
Finland,2010,male,5-14 years,300513,0.33,Finland2010,48939,Generation Z
Finland,2010,female,5-14 years,287620,0,Finland2010,48939,Generation Z
Finland,2011,male,75+ years,158719,40.32,Finland2011,53809,Silent
Finland,2011,male,35-54 years,715014,36.22,Finland2011,53809,Generation X
Finland,2011,male,55-74 years,628483,30.39,Finland2011,53809,Boomers
Finland,2011,male,25-34 years,352092,29.82,Finland2011,53809,Millenials
Finland,2011,male,15-24 years,337265,26.39,Finland2011,53809,Millenials
Finland,2011,female,55-74 years,674645,10.82,Finland2011,53809,Boomers
Finland,2011,female,35-54 years,696397,9.62,Finland2011,53809,Generation X
Finland,2011,female,15-24 years,322992,8.36,Finland2011,53809,Millenials
Finland,2011,female,25-34 years,333422,7.8,Finland2011,53809,Millenials
Finland,2011,female,75+ years,280924,3.2,Finland2011,53809,Silent
Finland,2011,male,5-14 years,299347,0.67,Finland2011,53809,Generation Z
Finland,2011,female,5-14 years,286685,0,Finland2011,53809,Generation Z
Finland,2012,male,35-54 years,711920,33.01,Finland2012,50232,Generation X
Finland,2012,male,55-74 years,639345,30.5,Finland2012,50232,Boomers
Finland,2012,male,75+ years,163645,29.94,Finland2012,50232,Silent
Finland,2012,male,25-34 years,352467,25.82,Finland2012,50232,Millenials
Finland,2012,male,15-24 years,337342,25.2,Finland2012,50232,Millenials
Finland,2012,female,55-74 years,685183,12.7,Finland2012,50232,Boomers
Finland,2012,female,15-24 years,323218,9.9,Finland2012,50232,Millenials
Finland,2012,female,35-54 years,692612,9.38,Finland2012,50232,Generation X
Finland,2012,female,25-34 years,333404,8.1,Finland2012,50232,Millenials
Finland,2012,female,75+ years,284657,2.46,Finland2012,50232,Silent
Finland,2012,female,5-14 years,286874,0,Finland2012,50232,Generation Z
Finland,2012,male,5-14 years,299783,0,Finland2012,50232,Generation Z
Finland,2013,male,25-34 years,353828,37.02,Finland2013,52572,Millenials
Finland,2013,male,55-74 years,647538,33.36,Finland2013,52572,Boomers
Finland,2013,male,75+ years,169485,33.04,Finland2013,52572,Silent
Finland,2013,male,35-54 years,710389,27.31,Finland2013,52572,Generation X
Finland,2013,male,15-24 years,335688,20.26,Finland2013,52572,Millenials
Finland,2013,female,35-54 years,690084,10.43,Finland2013,52572,Generation X
Finland,2013,female,55-74 years,693297,9.95,Finland2013,52572,Boomers
Finland,2013,female,15-24 years,321757,9.63,Finland2013,52572,Millenials
Finland,2013,female,25-34 years,334557,9.27,Finland2013,52572,Millenials
Finland,2013,female,75+ years,289147,5.88,Finland2013,52572,Silent
Finland,2013,female,5-14 years,288186,0.35,Finland2013,52572,Generation Z
Finland,2013,male,5-14 years,301477,0.33,Finland2013,52572,Generation Z
Finland,2014,male,75+ years,175827,34.69,Finland2014,52832,Silent
Finland,2014,male,25-34 years,356059,30.89,Finland2014,52832,Millenials
Finland,2014,male,35-54 years,708947,29.2,Finland2014,52832,Generation X
Finland,2014,male,55-74 years,654576,23.98,Finland2014,52832,Boomers
Finland,2014,male,15-24 years,332717,18.94,Finland2014,52832,Millenials
Finland,2014,female,25-34 years,336774,10.99,Finland2014,52832,Millenials
Finland,2014,female,35-54 years,687641,8.73,Finland2014,52832,Generation X
Finland,2014,female,55-74 years,700011,8.43,Finland2014,52832,Boomers
Finland,2014,female,15-24 years,318826,6.9,Finland2014,52832,Millenials
Finland,2014,female,75+ years,294322,3.74,Finland2014,52832,Silent
Finland,2014,female,5-14 years,290448,0.34,Finland2014,52832,Generation Z
Finland,2014,male,5-14 years,303796,0.33,Finland2014,52832,Generation Z
Finland,2015,male,75+ years,178936,29.62,Finland2015,44862,Silent
Finland,2015,male,35-54 years,704220,26.98,Finland2015,44862,Generation X
Finland,2015,male,25-34 years,357334,25.75,Finland2015,44862,Millenials
Finland,2015,male,55-74 years,665885,23.88,Finland2015,44862,Boomers
Finland,2015,male,15-24 years,332082,17.77,Finland2015,44862,Millenials
Finland,2015,female,25-34 years,337446,8.89,Finland2015,44862,Millenials
Finland,2015,female,35-54 years,682671,8.06,Finland2015,44862,Generation X
Finland,2015,female,55-74 years,711135,7.73,Finland2015,44862,Boomers
Finland,2015,female,75+ years,295795,7.1,Finland2015,44862,Silent
Finland,2015,female,15-24 years,317937,3.77,Finland2015,44862,Millenials
Finland,2015,male,5-14 years,305748,1.64,Finland2015,44862,Generation Z
Finland,2015,female,5-14 years,292608,0,Finland2015,44862,Generation Z
France,1985,male,75+ years,1263200,120.49,France1985,10765,G.I. Generation
France,1985,male,55-74 years,4471600,52.84,France1985,10765,G.I. Generation
France,1985,male,35-54 years,6799400,40.47,France1985,10765,Silent
France,1985,male,25-34 years,4240100,35.19,France1985,10765,Boomers
France,1985,female,75+ years,2434600,27.52,France1985,10765,G.I. Generation
France,1985,female,55-74 years,5255800,23.17,France1985,10765,G.I. Generation
France,1985,male,15-24 years,4349200,17.01,France1985,10765,Generation X
France,1985,female,35-54 years,6652100,16.01,France1985,10765,Silent
France,1985,female,25-34 years,4213300,10.61,France1985,10765,Boomers
France,1985,female,15-24 years,4220700,4.67,France1985,10765,Generation X
France,1985,male,5-14 years,3837000,0.76,France1985,10765,Generation X
France,1985,female,5-14 years,3645600,0.16,France1985,10765,Generation X
France,1986,male,75+ years,1207600,121.32,France1986,14940,G.I. Generation
France,1986,male,55-74 years,4450700,53.52,France1986,14940,G.I. Generation
France,1986,male,35-54 years,6825300,41.71,France1986,14940,Silent
France,1986,male,25-34 years,4231000,34.22,France1986,14940,Boomers
France,1986,female,75+ years,2356000,29.46,France1986,14940,G.I. Generation
France,1986,female,55-74 years,5253800,22.9,France1986,14940,G.I. Generation
France,1986,female,35-54 years,6692000,16.99,France1986,14940,Silent
France,1986,male,15-24 years,4343700,16,France1986,14940,Generation X
France,1986,female,25-34 years,4218000,10.05,France1986,14940,Boomers
France,1986,female,15-24 years,4219700,4.57,France1986,14940,Generation X
France,1986,male,5-14 years,4020800,0.87,France1986,14940,Generation X
France,1986,female,5-14 years,3819000,0.16,France1986,14940,Generation X
France,1987,male,75+ years,1314800,113.4,France1987,17999,G.I. Generation
France,1987,male,55-74 years,4576100,48.03,France1987,17999,G.I. Generation
France,1987,male,35-54 years,6973100,40.94,France1987,17999,Silent
France,1987,male,25-34 years,4211300,32.51,France1987,17999,Boomers
France,1987,female,75+ years,2524500,28.92,France1987,17999,G.I. Generation
France,1987,female,55-74 years,5333200,21.04,France1987,17999,G.I. Generation
France,1987,female,35-54 years,6839200,16.43,France1987,17999,Silent
France,1987,male,15-24 years,4370700,14.67,France1987,17999,Generation X
France,1987,female,25-34 years,4214400,9.82,France1987,17999,Boomers
France,1987,female,15-24 years,4228600,4.14,France1987,17999,Generation X
France,1987,male,5-14 years,3752400,0.88,France1987,17999,Generation X
France,1987,female,5-14 years,3562500,0.25,France1987,17999,Generation X
France,1988,male,75+ years,1348100,109.04,France1988,19534,G.I. Generation
France,1988,male,55-74 years,4614700,43.6,France1988,19534,G.I. Generation
France,1988,male,35-54 years,7066300,38.95,France1988,19534,Silent
France,1988,male,25-34 years,4219800,32.49,France1988,19534,Boomers
France,1988,female,75+ years,2579800,25.27,France1988,19534,G.I. Generation
France,1988,female,55-74 years,5354800,19.85,France1988,19534,G.I. Generation
France,1988,female,35-54 years,6943200,15.66,France1988,19534,Silent
France,1988,male,15-24 years,4362100,13.89,France1988,19534,Generation X
France,1988,female,25-34 years,4229400,8.98,France1988,19534,Boomers
France,1988,female,15-24 years,4212400,4.23,France1988,19534,Generation X
France,1988,male,5-14 years,3707800,0.62,France1988,19534,Generation X
France,1988,female,5-14 years,3519200,0.14,France1988,19534,Generation X
France,1989,male,75+ years,1376800,107.21,France1989,19558,G.I. Generation
France,1989,male,55-74 years,4663000,44.31,France1989,19558,G.I. Generation
France,1989,male,35-54 years,7163600,38.12,France1989,19558,Silent
France,1989,male,25-34 years,4238300,32.23,France1989,19558,Boomers
France,1989,female,75+ years,2631300,25.73,France1989,19558,G.I. Generation
France,1989,female,55-74 years,5381700,19.75,France1989,19558,G.I. Generation
France,1989,male,15-24 years,4323100,15.75,France1989,19558,Generation X
France,1989,female,35-54 years,7049300,14.8,France1989,19558,Silent
France,1989,female,25-34 years,4242400,9.22,France1989,19558,Boomers
France,1989,female,15-24 years,4167800,4.56,France1989,19558,Generation X
France,1989,male,5-14 years,3684000,0.62,France1989,19558,Generation X
France,1989,female,5-14 years,3496600,0.23,France1989,19558,Generation X
France,1990,male,75+ years,1360900,105.89,France1990,23968,G.I. Generation
France,1990,male,55-74 years,4746800,41.84,France1990,23968,G.I. Generation
France,1990,male,35-54 years,7267500,38.75,France1990,23968,Silent
France,1990,male,25-34 years,4289900,30.63,France1990,23968,Boomers
France,1990,female,75+ years,2583600,25.58,France1990,23968,G.I. Generation
France,1990,female,55-74 years,5482800,18.28,France1990,23968,G.I. Generation
France,1990,male,15-24 years,4318400,14.06,France1990,23968,Generation X
France,1990,female,35-54 years,7178300,13.67,France1990,23968,Silent
France,1990,female,25-34 years,4308400,9.1,France1990,23968,Boomers
France,1990,female,15-24 years,4175200,4.41,France1990,23968,Generation X
France,1990,male,5-14 years,3705600,0.38,France1990,23968,Generation X
France,1990,female,5-14 years,3535500,0.14,France1990,23968,Generation X
France,1991,male,75+ years,1318500,99.28,France1991,23821,G.I. Generation
France,1991,male,55-74 years,4856900,42.17,France1991,23821,Silent
France,1991,male,35-54 years,7380300,38.89,France1991,23821,Boomers
France,1991,male,25-34 years,4308800,31.24,France1991,23821,Boomers
France,1991,female,75+ years,2521400,25.58,France1991,23821,G.I. Generation
France,1991,female,55-74 years,5609300,18.56,France1991,23821,Silent
France,1991,male,15-24 years,4254000,15.02,France1991,23821,Generation X
France,1991,female,35-54 years,7305800,14.48,France1991,23821,Boomers
France,1991,female,25-34 years,4320400,8.47,France1991,23821,Boomers
France,1991,female,15-24 years,4110000,4.06,France1991,23821,Generation X
France,1991,male,5-14 years,3734900,0.24,France1991,23821,Millenials
France,1991,female,5-14 years,3562600,0.11,France1991,23821,Millenials
France,1992,male,75+ years,1285400,103.31,France1992,26136,G.I. Generation
France,1992,male,55-74 years,4952400,41.94,France1992,26136,Silent
France,1992,male,35-54 years,7502100,40.38,France1992,26136,Boomers
France,1992,male,25-34 years,4320300,32.41,France1992,26136,Boomers
France,1992,female,75+ years,2470100,24.25,France1992,26136,G.I. Generation
France,1992,female,55-74 years,5720200,17.15,France1992,26136,Silent
France,1992,female,35-54 years,7441900,14.22,France1992,26136,Boomers
France,1992,male,15-24 years,4210800,13.99,France1992,26136,Generation X
France,1992,female,25-34 years,4320800,8.93,France1992,26136,Boomers
France,1992,female,15-24 years,4067600,4.3,France1992,26136,Generation X
France,1992,male,5-14 years,3751400,0.51,France1992,26136,Millenials
France,1992,female,5-14 years,3579300,0.08,France1992,26136,Millenials
France,1993,male,75+ years,1265300,103.61,France1993,24521,G.I. Generation
France,1993,male,35-54 years,7621500,42.12,France1993,24521,Boomers
France,1993,male,55-74 years,5032900,41.73,France1993,24521,Silent
France,1993,male,25-34 years,4331900,33.66,France1993,24521,Boomers
France,1993,female,75+ years,2434800,25.63,France1993,24521,G.I. Generation
France,1993,male,15-24 years,4162000,18.16,France1993,24521,Generation X
France,1993,female,55-74 years,5810700,16.92,France1993,24521,Silent
France,1993,female,35-54 years,7578600,15.21,France1993,24521,Boomers
France,1993,female,25-34 years,4324200,9.6,France1993,24521,Boomers
France,1993,female,15-24 years,4020100,5.22,France1993,24521,Generation X
France,1993,male,5-14 years,3767600,0.69,France1993,24521,Millenials
France,1993,female,5-14 years,3595800,0.14,France1993,24521,Millenials
France,1994,male,75+ years,1262200,97.77,France1994,25697,G.I. Generation
France,1994,male,55-74 years,5097900,43.04,France1994,25697,Silent
France,1994,male,35-54 years,7746900,42.73,France1994,25697,Boomers
France,1994,male,25-34 years,4334000,33.59,France1994,25697,Boomers
France,1994,female,75+ years,2421100,22.14,France1994,25697,G.I. Generation
France,1994,female,55-74 years,5881000,16.39,France1994,25697,Silent
France,1994,male,15-24 years,4113400,16.12,France1994,25697,Generation X
France,1994,female,35-54 years,7721300,14.27,France1994,25697,Boomers
France,1994,female,25-34 years,4321000,9.03,France1994,25697,Boomers
France,1994,female,15-24 years,3974200,4.3,France1994,25697,Generation X
France,1994,male,5-14 years,3772200,0.4,France1994,25697,Millenials
France,1994,female,5-14 years,3601900,0.17,France1994,25697,Millenials
France,1995,male,75+ years,1339300,96.99,France1995,29363,G.I. Generation
France,1995,male,55-74 years,5066300,40.8,France1995,29363,Silent
France,1995,male,35-54 years,7887100,40.55,France1995,29363,Boomers
France,1995,male,25-34 years,4337200,32.21,France1995,29363,Generation X
France,1995,female,75+ years,2517900,21.57,France1995,29363,G.I. Generation
France,1995,female,55-74 years,5819400,17.22,France1995,29363,Silent
France,1995,male,15-24 years,4081100,15.24,France1995,29363,Generation X
France,1995,female,35-54 years,7882500,14.08,France1995,29363,Boomers
France,1995,female,25-34 years,4319400,8.61,France1995,29363,Generation X
France,1995,female,15-24 years,3944400,4.59,France1995,29363,Generation X
France,1995,male,5-14 years,3751400,0.59,France1995,29363,Millenials
France,1995,female,5-14 years,3582500,0.17,France1995,29363,Millenials
France,1996,male,75+ years,1406900,87.21,France1996,29305,G.I. Generation
France,1996,male,35-54 years,8040100,39.78,France1996,29305,Boomers
France,1996,male,55-74 years,5025600,37.91,France1996,29305,Silent
France,1996,male,25-34 years,4348700,30.08,France1996,29305,Generation X
France,1996,female,75+ years,2604800,20.12,France1996,29305,G.I. Generation
France,1996,female,55-74 years,5746100,15.63,France1996,29305,Silent
France,1996,female,35-54 years,8060200,14.08,France1996,29305,Boomers
France,1996,male,15-24 years,4039700,12.85,France1996,29305,Generation X
France,1996,female,25-34 years,4324600,8.81,France1996,29305,Generation X
France,1996,female,15-24 years,3903000,4.23,France1996,29305,Generation X
France,1996,male,5-14 years,3729800,0.46,France1996,29305,Millenials
France,1996,female,5-14 years,3562100,0.06,France1996,29305,Millenials
France,1997,male,75+ years,1466200,88.19,France1997,26394,G.I. Generation
France,1997,male,35-54 years,8161700,39.5,France1997,26394,Boomers
France,1997,male,55-74 years,5020300,36.45,France1997,26394,Silent
France,1997,male,25-34 years,4363600,27.64,France1997,26394,Generation X
France,1997,female,75+ years,2681600,19.13,France1997,26394,G.I. Generation
France,1997,female,55-74 years,5708700,14.89,France1997,26394,Silent
France,1997,female,35-54 years,8206300,13.86,France1997,26394,Boomers
France,1997,male,15-24 years,3996500,13.36,France1997,26394,Generation X
France,1997,female,25-34 years,4330700,8.36,France1997,26394,Generation X
France,1997,female,15-24 years,3862400,4.32,France1997,26394,Generation X
France,1997,male,5-14 years,3706700,0.32,France1997,26394,Millenials
France,1997,female,5-14 years,3540800,0.31,France1997,26394,Millenials
France,1998,male,75+ years,1427400,84.56,France1998,27190,G.I. Generation
France,1998,male,35-54 years,8206100,37.45,France1998,27190,Boomers
France,1998,male,55-74 years,4982000,36.57,France1998,27190,Silent
France,1998,male,25-34 years,4361300,26.05,France1998,27190,Generation X
France,1998,female,75+ years,2621800,17.89,France1998,27190,G.I. Generation
France,1998,female,55-74 years,5678200,13.9,France1998,27190,Silent
France,1998,male,15-24 years,3962400,13.2,France1998,27190,Generation X
France,1998,female,35-54 years,8271100,12.57,France1998,27190,Boomers
France,1998,female,25-34 years,4325400,7.31,France1998,27190,Generation X
France,1998,female,15-24 years,3836900,3.65,France1998,27190,Generation X
France,1998,male,5-14 years,3891000,0.26,France1998,27190,Millenials
France,1998,female,5-14 years,3717100,0.24,France1998,27190,Millenials
France,1999,male,75+ years,1477808,80.46,France1999,27118,G.I. Generation
France,1999,male,55-74 years,4960694,35.16,France1999,27118,Silent
France,1999,male,35-54 years,8248737,35.07,France1999,27118,Boomers
France,1999,male,25-34 years,4226264,26.1,France1999,27118,Generation X
France,1999,female,75+ years,2704077,17.46,France1999,27118,G.I. Generation
France,1999,female,55-74 years,5655463,14.46,France1999,27118,Silent
France,1999,female,35-54 years,8372745,13.02,France1999,27118,Boomers
France,1999,male,15-24 years,3886319,12.27,France1999,27118,Generation X
France,1999,female,25-34 years,4244890,7.66,France1999,27118,Generation X
France,1999,female,15-24 years,3767655,3.37,France1999,27118,Generation X
France,1999,male,5-14 years,3836476,0.55,France1999,27118,Millenials
France,1999,female,5-14 years,3662265,0.25,France1999,27118,Millenials
France,2000,male,75+ years,1531239,86.6,France2000,24648,G.I. Generation
France,2000,male,35-54 years,8355079,38.72,France2000,24648,Boomers
France,2000,male,55-74 years,4982015,36.53,France2000,24648,Silent
France,2000,male,25-34 years,4176771,26.05,France2000,24648,Generation X
France,2000,female,75+ years,2775754,17.72,France2000,24648,G.I. Generation
France,2000,female,55-74 years,5646919,14.5,France2000,24648,Silent
France,2000,female,35-54 years,8501357,13.26,France2000,24648,Boomers
France,2000,male,15-24 years,3885375,12.12,France2000,24648,Generation X
France,2000,female,25-34 years,4188264,6.95,France2000,24648,Generation X
France,2000,female,15-24 years,3764091,3.64,France2000,24648,Generation X
France,2000,male,5-14 years,3817540,0.92,France2000,24648,Millenials
France,2000,female,5-14 years,3643220,0.22,France2000,24648,Millenials
France,2001,male,75+ years,1585654,76.06,France2001,24796,Silent
France,2001,male,35-54 years,8409778,37.65,France2001,24796,Boomers
France,2001,male,55-74 years,5049336,34.76,France2001,24796,Silent
France,2001,male,25-34 years,4116558,26.11,France2001,24796,Generation X
France,2001,female,75+ years,2849945,16.42,France2001,24796,Silent
France,2001,female,55-74 years,5685442,13.95,France2001,24796,Silent
France,2001,female,35-54 years,8577068,13.08,France2001,24796,Boomers
France,2001,male,15-24 years,3908716,11.1,France2001,24796,Millenials
France,2001,female,25-34 years,4118984,6.31,France2001,24796,Generation X
France,2001,female,15-24 years,3785067,3.57,France2001,24796,Millenials
France,2001,male,5-14 years,3799737,0.63,France2001,24796,Millenials
France,2001,female,5-14 years,3624987,0.3,France2001,24796,Millenials
France,2002,male,75+ years,1639346,72.53,France2002,26714,Silent
France,2002,male,35-54 years,8426925,37.51,France2002,26714,Boomers
France,2002,male,55-74 years,5181628,35.07,France2002,26714,Silent
France,2002,male,25-34 years,4093371,26.12,France2002,26714,Generation X
France,2002,female,75+ years,2925326,16.51,France2002,26714,Silent
France,2002,female,55-74 years,5793815,14.24,France2002,26714,Silent
France,2002,female,35-54 years,8616861,13.9,France2002,26714,Boomers
France,2002,male,15-24 years,3945027,11.89,France2002,26714,Millenials
France,2002,female,25-34 years,4087370,6.73,France2002,26714,Generation X
France,2002,female,15-24 years,3826195,3.14,France2002,26714,Millenials
France,2002,male,5-14 years,3788047,0.61,France2002,26714,Millenials
France,2002,female,5-14 years,3611606,0.39,France2002,26714,Millenials
France,2003,male,75+ years,1693303,75.83,France2003,32656,Silent
France,2003,male,35-54 years,8430499,40.08,France2003,32656,Boomers
France,2003,male,55-74 years,5329819,34.07,France2003,32656,Silent
France,2003,male,25-34 years,4076309,25.46,France2003,32656,Generation X
France,2003,female,75+ years,2996734,15.25,France2003,32656,Silent
France,2003,female,35-54 years,8639264,13.46,France2003,32656,Boomers
France,2003,female,55-74 years,5919087,13.26,France2003,32656,Silent
France,2003,male,15-24 years,3973756,12.46,France2003,32656,Millenials
France,2003,female,25-34 years,4060810,6.92,France2003,32656,Generation X
France,2003,female,15-24 years,3855507,3.66,France2003,32656,Millenials
France,2003,male,5-14 years,3781291,0.69,France2003,32656,Millenials
France,2003,female,5-14 years,3604023,0.17,France2003,32656,Millenials
France,2004,male,75+ years,1750685,70.43,France2004,37240,Silent
France,2004,male,35-54 years,8436959,39.99,France2004,37240,Boomers
France,2004,male,55-74 years,5479461,32.85,France2004,37240,Silent
France,2004,male,25-34 years,4061640,23.32,France2004,37240,Generation X
France,2004,female,75+ years,3076877,14.92,France2004,37240,Silent
France,2004,female,35-54 years,8660789,14.54,France2004,37240,Boomers
France,2004,female,55-74 years,6047298,13.54,France2004,37240,Silent
France,2004,male,15-24 years,3997101,12.16,France2004,37240,Millenials
France,2004,female,25-34 years,4035822,6.74,France2004,37240,Generation X
France,2004,female,15-24 years,3880131,3.48,France2004,37240,Millenials
France,2004,male,5-14 years,3782655,0.4,France2004,37240,Millenials
France,2004,female,5-14 years,3604504,0.14,France2004,37240,Millenials
France,2005,male,75+ years,1808791,73.25,France2005,38420,Silent
France,2005,male,35-54 years,8428642,37.88,France2005,38420,Boomers
